SID;NAME;ISO;YEAR;COORDS;COORDS_MAX_WINDS;COORDS_MIN_DIST2LAND;BASIN;SUB BASIN;MONTH_START;MONTH_END;DATE_START;DATE_END;DATE_LAND_START;DATE_LAND_END;TOTAL_HOURS_EVENT;TOTAL_HOURS_IN_LAND;NATURE;GENERAL_CATEGORY;MAX_WIND;MIN_PRES;MIN_DIST2LAND;MAX_STORMSPEED;MAX_USA_SSHS;MAX_USA_SSHS_INLAND;V_LAND_KN;DISTANCE_TRACK;DISTANCE_TRACK_VINCENTY;34KN_POP;64KN_POP;96KN_POP;64KN_ASSETS;34KN_ASSETS;96KN_ASSETS;TOTAL_DAMAGE_(000$);TOTAL_DEATHS;POP_DEN_SQ_KM;RURAL_POP(%);HDI;Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Adjusted savings: education expenditure (% of GNI);Income_level_Final;POP_MAX_34_ADJ;POP_MAX_50_ADJ;POP_MAX_64_ADJ;TOTAL_AFFECTED
1960173N08137;OLIVE;PHL;1960;[(12.1126, 131.069), (12.2489, 130.541), (12.3833, 130.0), (12.5278, 129.44), (12.6667, 128.86700000000002), (12.7898, 128.295), (12.9, 127.7), (12.9991, 127.053), (13.0989, 126.401), (13.2132, 125.78), (13.3333, 125.2), (13.4413, 124.677), (13.5653, 124.172), (13.7275, 123.611), (13.9, 123.1), (14.0565, 122.718), (14.202, 122.412), (14.328, 122.113), (14.4667, 121.833), (14.6455, 121.556), (14.852, 121.269), (15.0716, 120.961), (15.3, 120.617), (15.5086, 120.216), (15.7387, 119.804), (15.985999999999999, 119.439), (16.3333, 119.067), (16.866, 118.636), (17.4499, 118.194), (17.9471, 117.787), (18.3833, 117.383), (18.7763, 116.958)];[(13.3333, 125.2)];[(13.5653, 124.172), (13.7275, 123.611), (13.9, 123.1), (14.0565, 122.718), (14.202, 122.412), (14.6455, 121.556), (14.852, 121.269), (15.0716, 120.961), (15.3, 120.617), (15.5086, 120.216)];WP;WP;6;6;24/06/1960 6:00;28/06/1960 3:00;25/06/1960 18:00;27/06/1960 3:00;93;33;TS;Cat 4;125;950;0;14;4;3;131.2;1753.003928;1683.245437;53758818;13260395;2753569;1.41361E+11;4.89404E+11;22355219334;;100;88.1;69.7;0.59;0.180442234;996.3;25.68;1059.467412;0;61.105;2.757732;Low_Middle;15869937.3;9880247.351;3554816.266;50000
1960273N10142;KIT;PHL;1960;[(13.3478, 131.357), (13.2846, 130.69), (13.2067, 130.128), (13.105, 129.627), (13.0, 129.167), (12.9061, 128.718), (12.8333, 128.3), (12.7823, 127.915), (12.7667, 127.55), (12.7925, 127.166), (12.8333, 126.813), (12.8574, 126.522), (12.8667, 126.267), (12.8542, 126.022), (12.832, 125.787), (12.8115, 125.572), (12.8, 125.3), (12.8032, 124.895), (12.8225, 124.443), (12.8555, 124.041), (12.9, 123.633), (12.95, 123.191), (12.9987, 122.735), (13.0289, 122.278), (13.0667, 121.833), (13.1327, 121.406), (13.2117, 120.998), (13.2819, 120.594), (13.3667, 120.233), (13.4745, 119.946), (13.6029, 119.689), (13.7272, 119.404), (13.9, 119.133), (14.1483, 118.896), (14.4624, 118.689), (14.8103, 118.53), (15.2, 118.333), (15.6268, 118.023), (16.0563, 117.636), (16.4525, 117.217), (16.8, 116.767), (17.0967, 116.3), (17.3267, 115.854), (17.4733, 115.472)];[(12.8225, 124.443)];[(12.8555, 124.041), (12.9, 123.633), (13.1327, 121.406), (13.2117, 120.998), (13.2819, 120.594)];WP;WP;10;10;04/10/1960 0:00;09/10/1960 9:00;06/10/1960 9:00;07/10/1960 9:00;129;24;TS;Cat 3;97;960;0;13;2;2;107.7;1922.370514;1764.374625;46670682;10148577;1954058;1.03737E+11;4.05154E+11;14156660526;;150;88.1;69.7;0.59;0.180442234;996.3;25.68;1059.467412;0;61.105;2.757732;Low_Middle;7857251.867;1142922.695;540623.819;375000
1961241N18117;OLGA;CHN;1961;[(20.1, 117.6), (20.3422, 117.375), (20.6, 117.0), (20.8928, 116.43), (21.2, 115.8), (21.5146, 115.292), (21.8, 114.8), (22.2, 113.7), (22.2647, 113.2), (22.3, 112.7), (22.383000000000003, 112.163), (22.5, 111.6)];[(21.2, 115.8), (21.5146, 115.292), (21.8, 114.8), (22.2, 113.7)];[(22.2647, 113.2), (22.3, 112.7), (22.383000000000003, 112.163), (22.5, 111.6)];WP;WP;8;9;30/08/1961 12:00;01/09/1961 0:00;31/08/1961 15:00;01/09/1961 0:00;36;9;TS;TS;38;995;0;13;-1;-1;71.7;689.7104919;676.8114537;8148473;182375;0;70599634630;1.22602E+12;0;;7;71.2;83.3;0.501;0.155376857;1192.7;13.36;141.2763632;0;44.051;1.6102769;Low;;;;1171
1963219N09146;CARMEN;PHL;1963;[(10.5143, 130.471), (10.7857, 129.871), (11.057, 129.282), (11.3082, 128.692), (11.5159, 128.08), (11.7, 127.514), (11.8716, 127.049), (12.061, 126.643), (12.305, 126.243), (12.5714, 125.857), (12.8174, 125.467), (13.0836, 125.081), (13.4, 124.684), (13.7286, 124.314), (14.0278, 124.032), (14.3202, 123.739), (14.6099, 123.335), (14.9143, 122.9), (15.2606, 122.529), (15.6071, 122.119), (15.9161, 121.601), (16.2, 121.014), (16.4634, 120.391), (16.7246, 119.762), (17.0127, 119.187), (17.3, 118.629), (17.5705, 118.064), (17.8227, 117.489), (18.0749, 116.903), (18.2714, 116.286)];[(12.061, 126.643), (12.305, 126.243), (12.5714, 125.857), (12.8174, 125.467), (13.0836, 125.081)];[(13.7286, 124.314), (15.9161, 121.601), (16.2, 121.014), (16.4634, 120.391)];WP;WP;8;8;11/08/1963 9:00;15/08/1963 0:00;13/08/1963 0:00;14/08/1963 3:00;87;27;TS;Cat 4;126;900;0;13;4;3;133.5;1769.997278;1752.709107;51026948;12321195;2140975;1.30691E+11;4.38814E+11;24604616102;;1;97.3;68.9;0.59;0.167513281;1030.2;28.57;1136.494797;0;62.16;2.757732;Low_Middle;10652510.96;1781029.123;633960.0439;2000
1964177N09142;WINNIE;PHL;1964;[(13.7429, 131.357), (13.9802, 130.91), (14.2339, 130.452), (14.4169, 129.97), (14.5143, 129.457), (14.4991, 128.895), (14.4194, 128.358), (14.3223, 127.948), (14.2571, 127.529), (14.2859, 126.981), (14.3765, 126.362), (14.5157, 125.725), (14.6429, 125.043), (14.6866, 124.309), (14.6746, 123.57), (14.6129, 122.89), (14.5571, 122.229), (14.5694, 121.545), (14.6145, 120.881), (14.6313, 120.279), (14.7286, 119.671), (14.9951, 118.966), (15.325999999999999, 118.279), (15.6109, 117.703), (15.8714, 117.2), (16.0915, 116.744), (16.3037, 116.301), (16.5162, 115.827), (16.7857, 115.3)];[(16.7857, 115.3)];[(14.5694, 121.545)];WP;WP;6;7;27/06/1964 12:00;01/07/1964 0:00;29/06/1964 15:00;29/06/1964 15:00;84;0;TS;Cat 3;100;968;0;15;3;1;115.9;1808.218012;1756.723726;46604574;33091754;2586604;2.72292E+11;4.21511E+11;29457641084;8000;56;100;68.7;0.59;0.161555806;1035.7;29.02;1138.543195;0;62.411;2.757732;Low_Middle;15914503.63;10572571.44;7506474.167;924288
1964234N13316;CLEO;HTI;1964;[(17.4197, -72.4274), (17.8, -73.1), (18.1153, -73.8725), (18.4, -74.6), (18.657, -75.1379)];[(17.4197, -72.4274)];[(18.1153, -73.8725)];NAm;CS;8;8;24/08/1964 15:00;25/08/1964 3:00;24/08/1964 21:00;24/08/1964 21:00;12;0;TS;Cat 4;132;0;0;15;4;4;145.2;318.4886778;317.9835676;9363761;5096286;2117798;9160848399;20133618479;4177158306;10000;100;152;82.8;0.433;0.215432791;1056.6;68.34;928.8394955;0;43.414;1.2844422;Low_Middle;2892534.272;610690.6608;293849.7476;80000
1964245N20132;RUBY;CHN;1964;[(20.227, 117.825), (20.5857, 117.329), (20.8767, 116.764), (21.1412, 116.162), (21.4044, 115.555), (21.6571, 114.943), (22.4149, 113.117), (22.7167, 112.5), (22.989, 111.966), (23.275, 111.395), (23.5595, 110.612), (23.98, 109.7), (24.7552, 108.797), (25.725, 108.0), (27.122, 106.701), (28.2, 105.8)];[(21.6571, 114.943)];[(22.4149, 113.117), (22.7167, 112.5), (22.989, 111.966), (23.275, 111.395), (23.5595, 110.612), (23.98, 109.7), (24.7552, 108.797), (25.725, 108.0), (27.122, 106.701), (28.2, 105.8)];WP;WP;9;9;04/09/1964 9:00;06/09/1964 12:00;05/09/1964 9:00;06/09/1964 12:00;51;27;TS;Cat 4;115;960;0;32;4;3;129.6;1547.700792;1505.736688;8148473;8148473;8148473;1.22602E+12;1.22602E+12;1.22602E+12;;44;75.2;81.7;0.501;0.145914327;1622.7;16.05;164.4136165;0;47.592;1.6102769;Low_Middle;63668729.16;20300416.27;7497557.202;300
1964278N07156;DOT;CHN;1964;[(18.5243, 116.229), (22.4857, 114.486), (22.895, 114.514), (23.3361, 114.577), (23.7864, 114.64), (24.2538, 114.715), (24.7485, 114.808), (25.25, 115.1), (25.8902, 115.579), (26.5, 116.15), (26.9271, 116.661), (27.25, 117.2), (27.5384, 117.729), (27.8, 118.45), (28.111, 119.597), (28.35, 120.8), (28.3948, 121.67), (28.45, 122.4), (28.7649, 123.172), (29.05, 123.85), (29.0514, 124.337), (28.95, 124.8), (28.8783, 125.458)];[(22.4857, 114.486)];[(22.4857, 114.486), (22.895, 114.514), (23.3361, 114.577), (23.7864, 114.64), (24.2538, 114.715), (24.7485, 114.808), (25.25, 115.1), (25.8902, 115.579), (26.5, 116.15), (26.9271, 116.661), (27.25, 117.2), (27.5384, 117.729), (27.8, 118.45), (28.111, 119.597), (28.35, 120.8)];WP;WP;10;10;11/10/1964 6:00;15/10/1964 15:00;13/10/1964 0:00;14/10/1964 18:00;105;42;TS;Cat 2;90;975;0;21;2;2;94.6;1947.869116;1482.180142;8148473;8148473;0;1.22602E+12;1.22602E+12;0;;26;75.2;81.7;0.501;0.145914327;1622.7;16.05;164.4136165;0;47.592;1.6102769;Low_Middle;65436242.22;21985516.29;7988935.775;85
1964305N12128;IRIS;VNM;1964;[(13.8407, 114.471), (13.9786, 114.191), (14.1489, 113.906), (14.3429, 113.557), (14.5342, 113.149), (14.6827, 112.653), (14.787, 112.036), (14.7571, 111.429), (14.5102, 110.976), (14.1827, 110.598), (13.911, 110.242), (13.7143, 109.886), (13.6279, 109.489), (13.626, 109.078), (13.6508, 108.663), (13.66, 108.28), (13.4999, 108.15), (13.5, 107.8)];[(13.7143, 109.886), (13.6279, 109.489), (13.626, 109.078)];[(13.626, 109.078), (13.6508, 108.663), (13.66, 108.28), (13.4999, 108.15), (13.5, 107.8)];WP;WP;11;11;02/11/1964 15:00;04/11/1964 18:00;04/11/1964 6:00;04/11/1964 18:00;51;12;TS;Cat 1;65;988;0;12;1;1;84.3;789.8565222;722.6698694;8197178;2449448;0;16299431036;62722208793;0;50000;7000;119;83.9;0.475;0.150897231;1909.8;22.54;377.5082811;0;61.581;2.3;Low;3454609.988;1237296.422;563914.4833;700000
1964319N08141;LOUISE;PHL;1964;[(8.51091, 129.808), (8.5868, 129.244), (8.59994, 128.67), (8.64286, 128.114), (8.8305, 127.61), (9.07423, 127.131), (9.3039, 126.66), (9.51429, 126.186), (9.67579, 125.667), (9.81325, 125.172), (9.93798, 124.736), (10.0857, 124.386), (10.2958, 124.127), (10.5299, 123.943), (10.7305, 123.79), (10.9741, 123.652), (11.32, 123.497), (11.7314, 123.341), (12.1282, 123.19), (12.5133, 123.027), (12.9642, 122.709), (13.4333, 122.233), (13.8372, 121.818), (14.6625, 121.744), (15.1556, 121.439), (15.4467, 121.048), (15.5923, 120.606), (15.5286, 120.057), (15.4012, 119.618), (15.2046, 119.273), (14.9609, 118.984), (14.7, 118.771), (14.4699, 118.602), (14.2539, 118.512), (14.0448, 118.516), (13.8571, 118.543), (13.6847, 118.493), (13.5672, 118.471), (13.4878, 118.527), (13.3905, 118.619), (13.0058, 118.775), (13.0824, 118.771), (14.5721, 118.404), (16.05, 117.975), (16.1709, 117.833), (15.4, 117.957), (14.6978, 118.156), (13.88, 118.52), (12.5862, 119.211), (12.45, 119.2), (12.3, 119.2), (12.2, 119.171), (12.15, 119.133), (12.14, 119.08), (12.135, 119.0), (12.0, 119.0), (11.9775, 119.0), (12.0, 119.0), (12.0, 119.0), (12.0, 119.0), (12.0, 119.0), (12.0, 119.0), (12.0, 119.0), (12.0, 119.0)];[(8.5868, 129.244), (8.59994, 128.67), (8.64286, 128.114)];[(10.0857, 124.386), (10.5299, 123.943), (10.7305, 123.79), (14.6625, 121.744), (15.1556, 121.439), (15.4467, 121.048), (15.5923, 120.606), (15.5286, 120.057)];WP;WP;11;11;18/11/1964 3:00;26/11/1964 0:00;19/11/1964 12:00;21/11/1964 12:00;189;48;TS;Cat 5;165;890;0;31;5;3;153.9;2709.776735;1245.109153;26334309;8878698;4296759;83789888661;2.44532E+11;37305349854;35000;580;100;68.7;0.59;0.161555806;1035.7;29.02;1138.543195;0;62.411;2.757732;Low_Middle;;;;301258
1965161N09151;DINAH;TWN;1965;[(21.3832, 121.079), (21.903000000000002, 121.062), (22.4429, 121.1), (22.9754, 121.002), (23.623, 120.963), (24.4855, 121.061), (25.4571, 121.4), (26.4086, 121.996)];[(21.3832, 121.079)];[(22.9754, 121.002), (23.623, 120.963), (24.4855, 121.061)];WP;WP;6;6;18/06/1965 6:00;19/06/1965 3:00;18/06/1965 15:00;18/06/1965 21:00;21;6;TS;Cat 4;130;961;0;23;4;2;135.3;579.2821113;564.3703319;23150365;18592060;406563;3.80386E+12;4.79927E+12;1.67207E+11;;31;364;66.1;0.627;0.142131057;1746.5;17.39;187.7568793;0;49.549;1.6102769;Low_Middle;11852878.2;8752708.006;4152174.062;89
1965161N09151;DINAH;JPN;1965;[(31.2556, 128.461), (32.3677, 130.054), (33.5, 131.55), (34.6261, 132.775), (35.6857, 134.071), (36.3498, 135.486), (36.68, 136.88), (36.8869, 138.061), (37.2, 139.0), (37.4237, 140.789), (37.7, 142.65), (38.1758, 143.843), (38.75, 144.8), (39.2965, 145.782), (39.85, 146.9), (41.4697, 151.121), (42.0, 152.0), (42.4669, 152.755), (42.75, 153.5), (42.7576, 154.454), (42.6, 155.45)];[(31.2556, 128.461)];[(33.5, 131.55), (34.6261, 132.775), (36.68, 136.88), (36.8869, 138.061), (37.2, 139.0), (37.4237, 140.789)];WP;WP;6;6;19/06/1965 18:00;22/06/1965 12:00;20/06/1965 0:00;20/06/1965 21:00;66;21;MX;TS;50;990;0;34;0;0;85.6;2767.447498;2697.580892;12784832;673323;0;1.1842E+11;1.79132E+12;0;;61;270;32.1;0.816;0.055398805;4398.2;78.85;12595.38937;0;70.20195122;2.8678781;Low;32568143.48;10381666.48;5610683.146;30000
1965205N07163;JEAN;JPN;1965;[(18.9952, 130.445), (19.3857, 130.329), (19.7265, 130.066), (20.0104, 129.748), (20.2102, 129.463), (20.4143, 129.186), (20.718000000000004, 128.898), (21.0693, 128.644), (21.4358, 128.463), (21.8, 128.314), (22.1381, 128.145), (22.4389, 127.98), (22.680999999999997, 127.826), (22.9143, 127.686), (23.1975, 127.555), (23.4896, 127.441), (23.7501, 127.342), (24.0286, 127.257), (24.3696, 127.176), (24.7264, 127.094), (25.0482, 126.99), (25.3714, 126.9), (25.7182, 126.831), (26.0732, 126.829), (26.4065, 126.926), (26.7714, 127.086), (27.2076, 127.24), (27.6843, 127.438), (28.1674, 127.703), (28.6571, 127.986), (29.1291, 128.20600000000002), (29.6085, 128.45600000000002), (30.0901, 128.814), (30.6286, 129.214), (31.2386, 129.565), (31.9526, 129.961), (32.7424, 130.463), (33.6714, 131.043), (34.7467, 131.653), (35.9171, 132.33), (37.0807, 133.084), (38.2714, 133.886), (39.4414, 134.761)];[(26.0732, 126.829), (26.4065, 126.926), (26.7714, 127.086), (27.2076, 127.24), (27.6843, 127.438), (28.1674, 127.703), (28.6571, 127.986), (29.1291, 128.20600000000002), (29.6085, 128.45600000000002)];[(33.6714, 131.043)];WP;WP;8;8;01/08/1965 9:00;06/08/1965 15:00;06/08/1965 0:00;06/08/1965 0:00;126;0;TS;Cat 5;140;940;0;27;5;1;141.3;2552.694239;2304.102362;22764005;16506681;5247000;2.10382E+12;3.00102E+12;7.18651E+11;;26;270;32.1;0.816;0.055398805;4398.2;78.85;12595.38937;0;70.20195122;2.8678781;Low;;;;40
1965226N20139;MARY;TWN;1965;[(24.4523, 122.191), (24.5473, 121.721), (24.6142, 121.429), (24.6857, 121.186), (24.7586, 120.869), (24.9168, 120.501)];[(24.4523, 122.191)];[(24.5473, 121.721), (24.6142, 121.429), (24.6857, 121.186)];WP;WP;8;8;18/08/1965 15:00;19/08/1965 6:00;18/08/1965 18:00;19/08/1965 0:00;15;6;TS;Cat 3;111;945;0;9;2;1;107.3;179.3123494;178.6081819;18151876;12873707;566068;2.56477E+12;3.86412E+12;1.61427E+11;;24;364;66.1;0.627;0.142131057;1746.5;17.39;187.7568793;0;49.549;1.6102769;Low_Middle;9201673.403;4777657.748;1053943.238;77
1965239N11310;BETSY;BHS;1965;[(24.1, -71.3), (24.4076, -71.67), (24.7, -72.1), (24.9699, -72.5005), (25.3, -72.9), (25.8, -73.3146), (26.3, -73.7), (26.6449, -74.0303), (26.9, -74.3), (27.0848, -74.5006), (27.3, -74.7), (27.6926, -75.007), (28.1, -75.3), (28.3949, -75.5101), (28.6, -75.6), (28.7225, -75.5302), (28.8, -75.4), (28.915, -75.335), (29.0, -75.3), (29.045, -75.285), (29.0, -75.3), (28.845, -75.3501), (28.6, -75.4), (28.3075, -75.3772), (28.0, -75.4), (27.75, -75.5625), (27.5, -75.8), (27.2151, -76.0651), (26.9, -76.3), (26.5349, -76.4223), (26.2, -76.5), (25.9625, -76.5999), (25.8, -76.7), (25.6925, -76.7924), (25.6, -76.9), (25.4349, -77.0126), (25.3, -77.2), (25.2851, -77.5273), (25.3, -77.9), (25.2572, -78.1775), (25.2, -78.5), (25.1424, -78.9551), (25.1, -79.5)];[(26.9, -74.3), (27.0848, -74.5006), (27.3, -74.7), (27.6926, -75.007), (28.1, -75.3)];[(25.3, -77.9), (25.2572, -78.1775)];NAm;NAm;9;9;03/09/1965 0:00;08/09/1965 6:00;No landing;No landing;126;0;TS;Cat 4;120;943;24;12;4;No landing;113.8;1431.679414;837.6662103;351933;278609;259136;7957300215;11523581836;6561885703;700;;14;36.7;0.639;0.049978937;909.1;42.6;22863.64769;0;65.31;3.3;High;10982.96363;803.4054172;192.313888;1200
1965244N09145;SHIRLEY;JPN;1965;[(22.2714, 137.471), (22.4126, 136.828), (22.549, 136.21), (22.7097, 135.71200000000002), (22.9, 135.286), (23.1205, 134.876), (23.3709, 134.496), (23.6393, 134.126), (23.9286, 133.786), (24.2296, 133.482), (24.5385, 133.195), (24.8359, 132.889), (25.1429, 132.586), (25.4566, 132.279), (25.8065, 132.003), (26.1941, 131.77), (26.6571, 131.6), (27.1884, 131.46), (27.8094, 131.411), (28.4707, 131.421), (29.2714, 131.629), (30.2366, 132.124), (31.3465, 132.80200000000002), (32.4856, 133.469), (33.7857, 134.243), (35.2992, 135.18), (36.9518, 136.208), (38.6545, 137.213), (40.3435, 138.304), (41.8334, 139.444), (43.2056, 140.694), (44.6615, 142.267), (47.95, 146.9), (49.1543, 149.178)];[(26.6571, 131.6), (27.1884, 131.46), (27.8094, 131.411), (28.4707, 131.421), (29.2714, 131.629), (30.2366, 132.124), (31.3465, 132.80200000000002)];[(33.7857, 134.243), (35.2992, 135.18), (43.2056, 140.694), (44.6615, 142.267)];WP;WP;9;9;07/09/1965 0:00;11/09/1965 9:00;10/09/1965 0:00;10/09/1965 21:00;105;21;TS;Cat 4;136;935;0;38;4;3;144;3777.094304;3156.826769;52796702;32698264;15012087;3.83097E+12;6.5118E+12;1.56562E+12;;60;270;32.1;0.816;0.055398805;4398.2;78.85;12595.38937;0;70.20195122;2.8678781;Low;27395072.75;6018196.748;2495897.685;730
1966141N16117;JUDY;TWN;1966;[(22.4984, 118.787), (22.6611, 119.317), (22.7238, 119.918), (22.7857, 120.571), (22.8885, 121.198), (23.1299, 121.836), (23.4881, 122.384)];[(22.4984, 118.787)];[(22.7857, 120.571), (22.8885, 121.198)];WP;WP;5;5;30/05/1966 3:00;30/05/1966 21:00;30/05/1966 12:00;30/05/1966 15:00;18;3;TS;TS;63;982;0;16;0;0;63.9;391.651115;384.7184958;8281419;0;0;0;1.83337E+12;0;17322;36;354;65.6;0.627;0.137612184;1879.1;18.42;202.0421811;0;51.696;1.6102769;Low_Middle;4565024.379;2110272.316;1420152.091;5021
1966171N09151;KIT;JPN;1966;[(19.2429, 130.743), (19.9252, 130.783), (20.6121, 130.878), (21.335, 131.03799999999998), (22.0857, 131.27100000000002), (22.8617, 131.559), (23.6418, 131.899), (24.4033, 132.257), (25.1429, 132.643), (25.8467, 133.032), (26.5521, 133.469), (27.2998, 133.988), (28.0571, 134.543), (28.7858, 135.05200000000002), (29.5095, 135.592), (30.2019, 136.158), (30.9857, 136.9), (31.9382, 137.95), (33.0335, 139.184), (34.1794, 140.47899999999998), (35.4667, 141.683), (36.9859, 142.571), (38.5381, 143.41), (39.9478, 144.493), (41.08, 145.6), (41.763999999999996, 146.642), (44.0, 149.031), (44.6133, 150.134), (45.05, 151.125), (45.2871, 150.54), (45.5, 150.5), (45.7876, 150.71200000000005), (46.0, 151.0), (46.0749, 151.25), (46.0, 151.5), (45.7491, 151.675), (45.5, 152.0), (45.4631, 152.674), (45.5, 153.5)];[(20.6121, 130.878), (21.335, 131.03799999999998), (22.0857, 131.27100000000002)];[(45.7876, 150.71200000000005)];WP;WP;6;7;26/06/1966 0:00;01/07/1966 0:00;No landing;No landing;120;0;ET;Cat 5;174;880;38;34;5;No landing;104.5;3849.412605;3587.375091;1264381;8194;7256;1220940667;2.28211E+11;1112411838;;44;273;31.3;0.816;0.054644754;4509.3;80.42;13808.69794;0;70.98658537;2.8678781;Low;2341732.255;0;0;80
1966265N10325;INEZ;MEX;1966;[(22.8, -86.3), (22.5275, -86.7351), (22.3, -87.2), (22.1774, -87.6497), (22.1, -88.1), (21.9998, -88.5424), (21.9, -89.0), (21.7999, -89.4924), (21.7, -90.0), (21.5848, -90.4926), (21.5, -91.0), (21.4625, -91.5501), (21.5, -92.1), (21.6274, -92.6223), (21.8, -93.1), (21.9573, -93.5226), (22.1, -93.9), (22.1999, -94.2652), (22.3, -94.6), (22.4499, -94.915), (22.6, -95.2), (22.7075, -95.4726), (22.8, -95.7), (22.9149, -95.8575), (23.0, -96.0), (23.0149, -96.1701), (23.0, -96.4), (23.015, -96.7274), (23.0, -97.1), (22.9299, -97.45), (22.8, -97.8), (22.6074, -98.1501), (22.4, -98.5), (22.2424, -98.8499), (22.1, -99.2), (21.9499, -99.5499), (21.8, -99.9), (21.6501, -100.25), (21.5, -100.6)];[(21.8, -93.1), (21.9573, -93.5226), (22.1, -93.9), (22.1999, -94.2652), (22.3, -94.6), (22.4499, -94.915), (22.6, -95.2), (22.7075, -95.4726), (22.8, -95.7), (22.9149, -95.8575), (23.0, -96.0)];[(22.8, -97.8), (22.6074, -98.1501), (22.4, -98.5), (22.2424, -98.8499), (22.1, -99.2), (21.9499, -99.5499), (21.8, -99.9), (21.6501, -100.25), (21.5, -100.6)];NAm;GM;10;10;06/10/1966 18:00;11/10/1966 12:00;10/10/1966 12:00;11/10/1966 12:00;114;24;TS;Cat 4;120;948;0;10;4;3;114.1;1574.312466;1481.506505;6921051;2400799;232077;32244735788;1.08633E+11;4055898296;24000;14;23.7;44.2;0.66;0.417840727;1290;32.98;4898.341186;0;59.807;3.0032392;Low;5202590.53;735569.3804;243551.0535;90069
1966265N10325;INEZ;BHS;1966;[(24.6, -79.1), (24.7725, -78.9423), (24.9, -78.8), (25.0575, -78.6425), (25.2, -78.5), (25.3075, -78.37), (25.4, -78.3), (25.5224, -78.2899), (25.6, -78.4), (25.58, -78.655), (25.5, -79.0), (25.4149, -79.3349), (25.3, -79.7)];[(25.6, -78.4), (25.58, -78.655), (25.5, -79.0), (25.4149, -79.3349), (25.3, -79.7)];[(25.3075, -78.37)];NAm;NAm;10;10;03/10/1966 0:00;04/10/1966 12:00;No landing;No landing;36;0;TS;Cat 1;75;985;37;7;1;No landing;85.6;283.123462;98.40806626;340996;3187;0;361755885;10902255085;0;15500;5;14.6;36;0.639;0.047820087;914.9;46.17;23860.62729;0;65.402;3.3;High;31606.26424;415.7686172;10.62399998;3
1966265N10325;INEZ;CUB;1966;[(19.5574, -74.9501), (19.8, -75.4), (20.0149, -75.8576), (20.2, -76.3), (20.3572, -76.6927), (20.5, -77.1), (20.6425, -77.5851), (20.8, -78.1), (20.97, -78.6226), (21.2, -79.1), (21.5274, -79.5024), (21.9, -79.8), (22.2724, -80.0026), (22.6, -80.1), (22.83, -80.1376), (23.0, -80.1), (23.1275, -80.0299), (23.3, -79.9), (23.6275, -79.7151), (24.0, -79.5), (24.4148, -83.3074), (24.3, -83.6), (24.1575, -83.9425), (24.0, -84.3), (23.8575, -84.6574), (23.7, -85.0), (23.5149, -85.2998), (23.3, -85.6), (23.0574, -85.9274)];[(19.8, -75.4)];[(20.0149, -75.8576), (20.2, -76.3), (20.3572, -76.6927), (20.5, -77.1), (20.8, -78.1), (21.9, -79.8), (22.2724, -80.0026), (22.6, -80.1), (22.83, -80.1376)];NAm;GM;9;10;30/09/1966 9:00;06/10/1966 15:00;30/09/1966 15:00;02/10/1966 3:00;150;36;TS;Cat 3;100;970;0;10;3;1;115.4;1530.946632;1202.620239;10646928;5856553;1147384;51952696514;92975313138;7821562338;18000;5;76.2;40.5;0.652;0.191116072;1178.6;83.29;2249.749109;0;67.573;6.4452018;Low_Middle;5355590.28;2758561.574;1666059.096;174030
1966265N10325;INEZ;HTI;1966;[(18.1, -72.3), (18.4575, -72.9874), (18.8, -73.6), (19.0646, -74.0804), (19.3, -74.5)];[(18.1, -72.3)];[(18.1, -72.3), (18.4575, -72.9874)];NAm;CS;9;9;29/09/1966 18:00;30/09/1966 6:00;No landing;No landing;12;0;TS;Cat 3;100;987;11;15;3;No landing;131.2;267.4147653;267.3737659;10501742;6950819;4097835;14442152244;22268618502;7533611087;20000;480;158;82;0.433;0.207310315;1075.8;71.74;907.8842162;0;44.267;1.2844422;Low_Middle;4523588.29;2366242.577;606221.2635;67881
1966265N10325;INEZ;DOM;1966;[(17.1, -68.5), (17.1922, -69.115), (17.3, -69.7), (17.3697, -70.2854), (17.5, -70.9), (17.7625, -71.5924)];[(17.1, -68.5)];[(17.7625, -71.5924)];NAm;CS;9;9;29/09/1966 0:00;29/09/1966 15:00;29/09/1966 15:00;29/09/1966 15:00;15;0;TS;Cat 4;130;929;0;15;4;3;136.5;338.1570673;336.6110244;8348241;881699;106310;23043600048;1.49155E+11;3966135117;5000;74;82.8;63.9;0.63;0.192509818;2196.3;45.52;1407.61346;0;55.635;2.5;Low_Middle;2905395.829;36620.31315;7204.146021;12942
